posi	dep1_4	dep1_2	dep3_4
2496	4383	10978	19740
2497	4388	10984	19797
2498	4400	10989	19807
2499	4426	10994	19871
2500	4417	10997	19846
2501	4397	10999	19861
2502	4376	10998	19805
2503	4374	10995	19791
2504	4372	10983	19819
2505	4362	10965	19835
2506	4349	10942	19705
2507	4313	10870	19612
2508	4251	10777	19600
2509	4220	10754	19605
2510	4216	10765	19879
2511	4212	10770	19845
2512	4202	10760	19817
2513	4198	10754	19839
2514	4401	11035	19885
2515	4411	11036	19904
2516	4406	11021	19853
2517	4386	11002	19900
2518	4392	11010	19899
2519	4370	10963	19848
2520	4371	10952	19823
2521	4302	10852	19857
2522	4269	10814	19826
2523	4271	10813	19835
2524	4266	10797	19884
2525	4269	10801	19908
2526	4259	10800	19929
2527	4264	10807	19898
2528	4240	10805	19881
2529	4220	10889	19845
2530	4212	10881	19827
2531	4204	10847	19863
2532	4170	10834	19835
2533	4157	10839	19845
2534	4132	10841	19752
2535	4128	10842	19730
2536	4132	10844	19832
2537	4129	10848	19871
2538	4100	10861	19811
2539	4066	10866	19832
2540	4053	10866	19838
2541	4063	10866	19832
2542	4049	10866	19840
2543	4031	10866	19827
2544	4036	10866	19863
2545	4030	10866	19692
2546	4027	10866	19853
2547	4024	10866	19837
2548	4012	10866	19816
2549	4004	10866	19840
2550	3990	10866	19797
2551	3984	10864	19799
2552	3985	10865	19824
2553	3973	10866	19856
2554	3972	10866	19847
2555	3962	10846	19848
2556	3954	10841	19814
2557	3949	10841	19847
2558	3938	10841	19812
2559	3932	10841	19821
2560	3932	10841	19794
2561	3928	10840	19828
2562	3922	10841	19815
2563	3907	10841	19806
2564	3901	10841	19785
2565	3885	10841	19676
2566	3877	10841	19730
2567	3868	10841	19839
2568	3787	10841	19725
2569	14	2565	19787
2570	14	2556	19787
2571	14	2551	19731
2572	13	2522	19764
2573	13	2512	19741
2574	13	2497	19769
2575	13	2500	19699
2576	13	2449	19663
2577	13	2632	19617
2578	13	2648	19611
2579	13	2671	19750
2580	13	2660	19619
2581	13	2665	19428
2582	13	2812	19756
2583	13	2933	19590
2584	13	2916	19679
2585	13	3080	19788
2586	13	3143	19800
2587	14	4258	19857
2588	14	5215	19791
2589	14	5204	19686
2590	14	5012	18870
2591	14	4999	18804
2592	14	4991	18826
2593	10	4984	18756
2594	10	4985	18765
2595	10	4974	18483
2596	10	4974	18469
2597	10	4974	18485
2598	10	4963	18486
2599	10	4943	18375
2600	10	4938	18282
2601	10	4934	18254
2602	10	4930	18205
2603	10	4923	18150
2604	10	4926	18150
2605	10	4924	18205
2606	10	4581	17344
2607	10	4592	17650
2608	10	4582	17958
2609	10	4584	18165
2610	10	4563	18183
2611	10	4563	18321
2612	10	4569	18394
2613	10	4574	18459
2614	10	4568	18433
2615	10	4580	18484
2616	10	4571	18428
2617	10	4571	18476
2618	10	4565	18440
2619	10	4561	18431
2620	10	4616	19032
2621	10	4612	18990
2622	10	4611	18967
2623	10	4602	18965
2624	10	4597	18918
2625	10	4594	18940
2626	10	4594	18945
2627	10	4598	19039
2628	10	4589	19032
2629	10	5941	19902
2630	10	5922	19889
2631	10	5911	19899
2632	10	5892	19850
2633	10	5859	19859
2634	10	5841	19822
2635	10	5822	19762
2636	10	5824	19839
2637	10	5951	19814
2638	10	5931	19880
2639	10	5904	19822
2640	10	5885	19831
2641	10	5891	19903
2642	10	5890	19832
2643	10	5876	19732
2644	10	5832	19639
2645	10	5806	19731
2646	10	5793	19719
2647	10	5768	19614
2648	10	5715	19490
2649	10	5671	19448
2650	10	5650	19448
2651	10	5627	19417
2652	10	5626	19620
2653	17	5621	19546
2654	17	5599	19613
2655	18	5586	19724
2656	18	5577	19757
2657	18	5567	19746
2658	18	5552	19675
2659	18	5541	19757
2660	19	5515	19491
2661	19	5508	19493
2662	19	5505	19679
2663	19	5473	19628
2664	19	5464	19798
2665	19	5446	19721
2666	19	5431	19806
2667	19	5427	19738
2668	19	5416	19826
2669	19	5411	19865
2670	19	5396	19822
2671	19	5379	19779
2672	20	5374	19748
2673	20	5357	19698
2674	20	5333	19656
2675	20	5319	19699
2676	20	5345	19797
2677	20	5327	19676
2678	20	5321	19786
2679	20	5316	19770
2680	20	5314	19839
2681	20	5281	19731
2682	20	5268	19834
2683	20	5261	19858
2684	20	5248	19820
2685	20	5243	19832
2686	20	5204	19636
2687	20	5189	19797
2688	20	5160	19780
2689	21	5153	19728
2690	21	5157	19747
2691	21	5172	19767
2692	21	5169	19743
2693	21	5170	19786
2694	21	5170	19769
2695	21	5171	19787
2696	21	5156	19559
2697	21	5145	19537
2698	21	5131	19494
2699	21	5117	19356
2700	21	5125	19422
2701	21	5124	19432
2702	21	5190	19550
2703	21	5205	19679
2704	21	5204	19679
2705	21	5199	19613
2706	26	5209	19775
2707	26	5202	19652
2708	26	5220	19843
2709	26	5222	19773
2710	26	5236	19787
2711	26	5250	19820
2712	26	5267	19830
2713	26	5268	19820
2714	27	5269	19810
2715	28	5268	19730
2716	28	766	11936
2717	30	758	12111
2718	30	755	12221
2719	30	751	12159
2720	30	748	12154
2721	30	744	12045
2722	30	745	12032
2723	30	739	12183
2724	30	737	12189
2725	30	735	12163
2726	29	728	12225
2727	28	722	12190
2728	27	718	12176
2729	27	711	12128
2730	27	704	12131
2731	27	699	12151
2732	28	683	12090
2733	29	669	11958
2734	29	664	11918
2735	29	650	11774
2736	28	604	11660
2737	26	409	11063
2738	21	136	13055
2739	14	120	13067
2740	9	120	13150
2741	8	121	13310
2742	8	121	13558
2743	7	121	13755
2744	7	123	13863
2745	7	125	14032
2746	7	125	14145
2747	6	130	14208
2748	6	130	14248
2749	6	130	14382
2750	6	130	14395
2751	6	130	14527
2752	6	130	14617
2753	6	129	14744
2754	6	128	14789
2755	4	95	14905
2756	4	95	14187
2757	4	99	13661
2758	4	99	13017
2759	4	98	13115
2760	4	100	13124
2761	4	100	13279
2762	5	131	13475
2763	5	134	13532
2764	5	134	13755
2765	5	134	14029
2766	5	135	14371
2767	5	136	14428
2768	5	137	14511
2769	5	137	14692
2770	5	137	14817
2771	5	137	14856
2772	5	137	14987
2773	5	140	15081
2774	5	140	15092
2775	5	139	15093
2776	5	139	15366
2777	5	142	15434
2778	5	143	15574
2779	5	143	15649
2780	5	146	15989
2781	5	148	16019
2782	5	148	16117
2783	5	148	16137
2784	5	148	16184
2785	5	148	16231
2786	5	149	16402
2787	5	150	16470
2788	5	150	16594
2789	5	150	16642
2790	5	150	16764
2791	5	150	16910
2792	5	150	16912
2793	5	151	16923
2794	5	161	16915
2795	5	165	17029
2796	5	165	17053
2797	5	166	17116
2798	5	166	17415
2799	5	166	17386
2800	6	167	17492
2801	6	168	17593
2802	6	168	17654
2803	6	169	17717
2804	6	170	17783
2805	6	180	17873
2806	6	181	17957
2807	6	186	18059
2808	6	187	18228
2809	6	187	18391
2810	6	187	18506
2811	6	188	18655
2812	6	188	18915
2813	6	188	19407
2814	6	188	19326
2815	6	188	19476
2816	6	188	19462
2817	6	189	19478
2818	6	189	19500
2819	7	189	19479
2820	7	189	19501
2821	7	190	19515
2822	7	190	19537
2823	7	190	19560
2824	7	191	19588
2825	7	197	19619
2826	7	197	19566
2827	8	197	19679
2828	8	197	19640
2829	8	199	19719
2830	8	199	19721
2831	8	200	19733
2832	8	201	19674
2833	8	201	19742
2834	8	202	19709
2835	8	202	19745
2836	8	202	19785
2837	8	206	19653
2838	8	206	19720
2839	8	206	19734
2840	8	206	19762
2841	8	206	19726
2842	8	206	19706
2843	8	209	19693
2844	8	210	19788
2845	8	215	19739
2846	8	215	19771
2847	8	223	19693
2848	8	224	19717
2849	8	225	19822
2850	8	226	19608
2851	304	2508	19635
2852	304	2507	19723
2853	304	2508	19664
2854	304	2508	19682
2855	304	2508	19867
2856	304	2508	19682
2857	304	2508	19791
2858	304	2508	19676
2859	304	2508	19700
2860	304	2508	19513
2861	304	2508	19521
2862	304	2507	19731
2863	304	2508	19779
2864	304	2508	19780
2865	304	2508	19858
2866	304	2511	19706
2867	304	2519	19667
2868	304	2520	19294
2869	304	2526	19843
2870	304	2526	19549
2871	304	2533	19587
2872	304	2536	19646
2873	304	2534	19243
2874	304	2529	19044
2875	304	2530	18925
2876	304	2524	18702
2877	304	2522	18468
2878	304	2521	18551
2879	304	2518	18606
2880	304	2529	18766
2881	293	2237	18569
2882	293	2224	18168
2883	293	2223	18042
2884	293	2226	18087
2885	292	2231	18256
2886	292	2222	18059
2887	292	2221	18146
2888	292	2235	18422
2889	292	2239	18811
2890	292	2254	19244
2891	292	2259	19438
2892	291	2267	19453
2893	291	2269	19404
2894	290	2261	19308
2895	290	2253	19076
2896	290	2256	19029
2897	289	2253	19010
2898	289	2259	19454
2899	287	2254	19373
2900	287	2255	19431
2901	287	2252	19114
2902	287	2257	19029
2903	287	2268	19445
2904	282	2270	19600
2905	282	2270	19669
2906	282	2274	19775
2907	282	2277	19714
2908	282	2274	19648
2909	280	2278	19675
2910	280	2284	19933
2911	280	2283	19611
2912	280	2278	19404
2913	280	2276	19416
2914	279	2268	19171
2915	279	2263	18788
2916	279	2261	18778
2917	278	2265	18944
2918	278	2266	19139
2919	278	2261	19094
2920	278	2252	18956
2921	276	2257	19015
2922	276	2247	18893
2923	276	2252	19039
2924	276	2251	19055
2925	276	2245	19066
2926	276	2250	19133
2927	275	2257	19257
2928	275	2251	19223
2929	275	2254	19330
2930	275	2245	19204
2931	275	2241	19180
2932	275	2241	19145
2933	275	2245	19272
2934	275	2249	19344
2935	275	2242	19278
2936	275	2242	19084
2937	275	2245	19096
2938	275	2233	18971
2939	275	2233	19269
2940	275	2230	19192
2941	274	2231	19062
2942	274	2237	19285
2943	274	2242	19443
2944	274	2041	19548
2945	274	2039	19520
2946	272	2040	19550
2947	271	2026	19683
2948	261	1977	19629
2949	261	1966	19607
2950	260	1960	19627
2951	259	1955	19704
2952	259	1953	19811
2953	259	1951	19752
2954	260	1949	19725
2955	260	1947	19652
2956	260	1947	19746
2957	261	1947	19780
2958	260	1947	19632
2959	261	1950	19545
2960	267	1952	19681
2961	415	2522	19855
2962	419	2534	19874
2963	423	2513	19754
2964	384	2504	19812
2965	385	2493	19726
2966	428	2492	19908
2967	429	2495	19868
2968	433	2481	19860
2969	435	2484	19870
2970	437	2495	19887
2971	438	2497	19872
2972	438	2495	19847
2973	439	2508	19855
2974	441	2507	19839
2975	441	2503	19840
2976	444	2511	19836
2977	437	2509	19811
2978	427	2506	19859
2979	392	2502	19813
2980	390	2503	19855
2981	386	2492	19804
2982	377	2490	19734
2983	379	2522	19727
2984	379	2530	19779
2985	379	2531	19747
2986	379	2542	19773
2987	379	2545	19802
2988	379	2549	19696
2989	380	2558	19785
2990	380	2560	19789
2991	376	2558	19764
2992	375	2579	19781
2993	367	2589	19679
2994	369	2606	19668
2995	371	2614	19747
2996	374	2617	19768
2997	374	2631	19847
2998	377	2643	19751
2999	378	2647	19745
3000	379	2656	19846
3001	379	2658	19658
3002	379	2657	19672
3003	385	2656	19790
3004	393	2655	19765
3005	394	2651	19697
3006	393	2645	19792
3007	391	2629	19743
3008	393	2623	19769
3009	392	2620	19670
3010	392	2623	19749
3011	392	2624	19685
3012	392	2628	19507
3013	396	2631	19528
3014	398	2630	19609
3015	403	2630	19735
3016	400	2637	19811
3017	413	2638	19675
3018	409	2643	19805
3019	407	2644	19294
3020	405	2630	19585
3021	401	2626	19484
3022	400	2604	19441
3023	402	2610	19515
3024	401	2607	19461
3025	407	2602	19182
3026	406	2611	19118
3027	407	2619	19545
3028	409	2641	19653
3029	410	2661	19563
3030	415	2670	19385
3031	416	2686	19310
3032	417	2701	19416
3033	417	2706	19742
3034	420	2713	19372
3035	422	2718	19221
3036	423	2724	19241
3037	424	2729	19208
3038	426	2747	19322
3039	431	2775	19016
3040	434	2789	18684
3041	436	2781	18529
3042	440	2783	18780
3043	438	2786	18735
3044	438	2783	18763
3045	436	2781	18830
3046	435	2774	18791
3047	437	2760	18805
3048	438	2750	18726
3049	441	2766	18717
3050	440	2767	18731
3051	442	2773	18871
3052	443	2781	19265
3053	443	2781	18818
3054	457	2780	18915
3055	471	2770	19037
3056	483	2741	18986
3057	481	2714	19036
3058	481	2702	19105
3059	479	2677	19264
3060	477	2662	19132
3061	476	2658	19155
3062	474	2632	19177
3063	473	2628	19172
3064	474	2628	19261
3065	475	2622	19305
3066	475	2624	19257
3067	475	2616	19229
3068	474	2600	19102
3069	474	2602	19090
3070	474	2602	19209
3071	473	2598	19254
3072	473	2596	19643
3073	473	2594	19556
3074	471	2589	19705
3075	461	2547	19639
3076	430	2464	19624
3077	306	2036	19563
3078	300	2023	19411
3079	300	2014	19408
3080	300	2012	19597
3081	300	2010	19637
3082	300	2011	19706
3083	300	2011	19589
3084	301	2015	19560
3085	302	2021	19792
3086	302	2029	19622
3087	302	2033	19639
3088	303	2041	19790
3089	303	2044	19607
3090	304	2051	19584
3091	305	2063	19830
3092	306	2075	19624
3093	307	2098	19620
3094	307	2120	19686
3095	307	2124	19725
3096	307	2138	19724
3097	308	2150	19655
3098	308	2157	19586
3099	308	2159	19746
3100	308	2157	19652
3101	308	2152	19687
3102	308	2152	19688
3103	308	2150	19692
3104	308	2161	19781
3105	309	2158	19785
3106	309	2165	19689
3107	309	2167	19734
3108	310	2173	19820
3109	311	2174	19852
3110	311	2176	19720
3111	312	2189	19768
3112	315	2190	19798
3113	316	2193	19842
3114	317	2197	19754
3115	317	2199	19823
3116	317	2201	19747
3117	318	2203	19893
3118	318	2205	19831
3119	318	2207	19862
3120	318	2207	19864
3121	318	2210	19867
3122	319	2211	19822
3123	319	2217	19752
3124	319	2223	19827
3125	319	2226	19770
3126	319	2228	19772
3127	320	2229	19829
3128	320	2229	19789
3129	320	2233	19817
3130	320	2238	19831
3131	321	2241	19868
3132	321	2244	19863
3133	320	2248	19791
3134	322	2258	19783
3135	322	2269	19829
3136	323	2270	19734
3137	323	2271	19825
3138	323	2277	19858
3139	323	2273	19731
3140	323	2271	19701
3141	323	2277	19751
3142	324	2278	19750
3143	324	2280	19791
3144	324	2284	19774
3145	323	2248	19786
3146	323	2252	19647
3147	323	2248	19519
3148	323	2252	19594
3149	323	2253	19530
3150	323	2249	19425
3151	323	2255	19478
3152	323	2259	19497
3153	323	2271	19571
3154	323	2263	19393
3155	323	2267	19708
3156	323	2265	19648
3157	323	2260	19566
3158	323	2258	19524
3159	323	2260	19549
3160	323	2255	19449
3161	323	2249	19416
3162	323	2254	19591
3163	323	2247	19553
3164	323	2241	19471
3165	323	2247	19544
3166	323	2240	19610
3167	3359	12674	19862
3168	3359	12675	19797
3169	3359	12668	19871
3170	3359	12697	19705
3171	3359	12698	19800
3172	3359	12705	19743
3173	3359	12713	19725
3174	3359	12698	19738
3175	3359	12672	19594
3176	3360	12683	19600
3177	3360	12714	19604
3178	3360	12727	19638
3179	3360	12744	19817
3180	3360	12660	19710
3181	3360	12689	19774
3182	3360	12712	19701
3183	3360	12662	19510
3184	3112	10985	19443
3185	3112	10985	19504
3186	3112	10985	19579
3187	3112	10985	19663
3188	3112	10985	19371
3189	3112	10985	19769
3190	3112	10985	19747
3191	3113	10991	19766
3192	3113	10985	19330
3193	3113	10985	19659
3194	3113	11011	19874
3195	3113	10997	19743
3196	3113	11008	19810
3197	3095	11022	19810
3198	3079	10964	19570
3199	3069	10977	19608
3200	3055	10968	19628
3201	3049	10994	19777
3202	3033	10990	19458
3203	3015	10977	19454
3204	3005	10981	19514
3205	2990	10947	19313
3206	2979	10936	19338
3207	2966	10930	19341
3208	2955	10928	19431
3209	2940	10890	19279
3210	2920	10894	19308
3211	3061	10913	19414
3212	3059	10910	19448
3213	3056	10914	19453
3214	3054	10914	19495
3215	3051	10921	19606
3216	3050	10966	19766
3217	3048	10962	19612
3218	3047	10958	19893
3219	3045	10952	19817
3220	3043	10989	19785
3221	3043	10985	19869
3222	3040	10976	19518
3223	3039	10979	19416
3224	3037	10971	19390
3225	3035	10964	19458
3226	3030	10949	19452
3227	3024	10937	19487
3228	3023	10922	19514
3229	3021	10912	19402
3230	3019	10904	19374
3231	3016	10894	19462
3232	3016	10890	19442
3233	3016	10838	18671
3234	3014	10836	18668
3235	3014	10829	18661
3236	3014	10820	18656
3237	3012	10798	18648
3238	3005	10768	18644
3239	3000	10747	18638
3240	2993	10712	18617
3241	2991	10710	18611
3242	2988	10703	18595
3243	2987	10698	18592
3244	2986	10921	19841
3245	2985	10941	19965
3246	2982	10929	19902
3247	2979	10917	19864
3248	2975	10907	19842
3249	2971	10898	19757
3250	2970	10892	19805
3251	2962	10884	19725
3252	2950	10880	19697
3253	2939	10875	19739
3254	2924	10866	19844
3255	2916	10856	19860
3256	2911	10846	19890
3257	2905	10837	19878
3258	2889	10832	19895
3259	2853	10827	19865
3260	2855	10823	19912
3261	2854	10818	19844
3262	2861	10810	19865
3263	3055	11011	19896
3264	3053	11002	19891
3265	3055	10968	19914
3266	3055	10951	19899
3267	3050	10940	19805
3268	3045	10924	19871
3269	3034	10899	19855
3270	3032	10888	19864
3271	3024	10881	19859
3272	3013	10870	19885
3273	3002	10832	19905
3274	2968	10837	19810
3275	2950	10803	19824
3276	2934	10781	19835
3277	2912	10752	19843
3278	2907	10714	19831
3279	2895	10679	19794
3280	2900	10695	19847
3281	2908	10953	19846
3282	3440	16762	19906
3283	3477	17112	19921
3284	3505	17426	19880
3285	3508	17476	19838
3286	3527	17532	19884
3287	3543	17590	19823
3288	3544	17636	19881
3289	3549	17724	19917
3290	3556	17827	19883
3291	3561	17855	19818
3292	3563	17865	19838
3293	3590	17885	19872
3294	3589	17874	19889
3295	3588	17889	19823
3296	3584	17919	19855
3297	3579	17926	19889
3298	3572	17872	19799
3299	3567	17873	19830
3300	3567	17872	19896
3301	3593	17779	19854
3302	3595	17837	19917
3303	3582	17876	19820
3304	3603	17906	19834
3305	3591	17888	19796
3306	3594	17958	19896
3307	3604	18055	19859
3308	3628	18133	19901
3309	3657	18215	19889
3310	3556	18265	19899
3311	3567	18281	19897
3312	3563	18293	19842
3313	3572	18323	19909
3314	3576	18347	19826
3315	3577	18348	19842
3316	3578	18330	19872
3317	3582	18313	19852
3318	3586	18308	19865
3319	3581	18295	19828
3320	3581	18262	19871
3321	3591	18321	19777
3322	3597	18323	19886
3323	3608	18386	19847
3324	3612	18383	19821
3325	3599	17272	18543
3326	3607	17347	18563
3327	3603	17192	18544
3328	3589	17156	18573
3329	3570	17215	18556
3330	3555	17179	19793
3331	3547	17151	19719
3332	3548	17131	19724
3333	3535	17093	19887
3334	3534	17082	19810
3335	3529	17059	19832
3336	3525	17068	19824
3337	3526	16963	19719
3338	3524	17040	19834
3339	3524	17010	19814
3340	3523	16991	19791
3341	3521	16976	19849
3342	3516	16976	19843
3343	3504	16946	19680
3344	3498	16976	19879
3345	3499	16979	19919
3346	3498	16934	19824
3347	3502	16859	19858
3348	3503	16842	19870
3349	3526	16947	19888
3350	3523	16941	19921
3351	3515	16854	19742
3352	3511	16831	19768
3353	3504	16825	19900
3354	3507	16829	19796
3355	3518	17809	19882
3356	3509	17772	19852
3357	3508	17776	19843
3358	3505	17722	19826
3359	3512	17741	19872
3360	3530	17783	19838
3361	3528	17761	19871
3362	3529	17792	19880
3363	3527	17804	19911
3364	3528	17765	19883
3365	3521	17708	19843
3366	3477	17479	19796
3367	3475	17468	19843
3368	3452	17240	19719
3369	3460	17316	19900
3370	3445	17153	19839
3371	3447	17136	19872
3372	3460	17150	19901
3373	3457	17128	19887
3374	3451	17104	19890
3375	3441	17012	19862
3376	3437	16970	19900
3377	3428	16860	19865
3378	3293	16072	19461
3379	3281	15686	19470
3380	3253	15602	19717
3381	3236	15570	19732
3382	3222	15531	19780
3383	3205	15474	19788
3384	3195	15456	19775
3385	3183	15456	19857
3386	3184	15449	19854
3387	3185	15429	19867
3388	3183	15403	19846
3389	3178	15376	19852
3390	3187	15318	19739
3391	3199	15193	19814
3392	3203	15071	19754
3393	3276	14750	19521
3394	3301	14535	19270
3395	2668	9727	18063
3396	2653	9627	18141
3397	2647	9558	18182
3398	2647	9554	18269
3399	2668	9625	18390
3400	2678	9662	18514
3401	2689	9692	18636
3402	2692	9709	18911
3403	2695	9722	19104
3404	2697	9731	19111
3405	2698	9739	19188
3406	2701	9748	19274
3407	2701	9753	19392
3408	2706	9769	19561
3409	2706	9779	19789
3410	2708	9787	19810
3411	2710	9795	19848
3412	2705	9805	19759
3413	2705	9808	19815
3414	2700	9819	19861
3415	2705	9826	19860
3416	2711	9839	19902
3417	2715	9848	19890
3418	2720	9861	19772
3419	2715	9874	19811
3420	2527	9358	18285
3421	2528	9351	18460
3422	2515	9357	18511
3423	2513	9363	18534
3424	2504	9353	18585
3425	2507	9379	18648
3426	2504	9361	18619
3427	2505	9377	18639
3428	2505	9401	18709
3429	2508	9422	18753
3430	2507	9441	18731
3431	2423	9468	17727
3432	2423	9496	17688
3433	2503	9528	18583
3434	2505	9549	18682
3435	2506	9557	18700
3436	2502	9562	18619
3437	2496	9562	18598
3438	2499	9563	18711
3439	2497	9565	18672
3440	2499	9565	18698
3441	2630	9566	19801
3442	2626	9569	19737
3443	2605	9571	19671
3444	2597	9573	19632
3445	2613	9574	19815
3446	2615	9577	19810
3447	2616	9579	19769
3448	2638	9587	19817
3449	2653	9595	19820
3450	3580	10424	19826
3451	3581	10431	19827
3452	3582	10437	19762
3453	3583	10441	19866
3454	3584	10443	19746
3455	3585	10450	19769
3456	3587	10408	19635
3457	3588	10357	19784
3458	3588	10357	19776
3459	3590	10366	19812
3460	3591	10374	19831
3461	3587	10373	19739
3462	3588	10378	19799
3463	3590	10387	19819
3464	3591	10394	19862
3465	3587	10423	18451
3466	3592	10472	18656
3467	3586	10505	18512
3468	3573	10528	18465
3469	3544	10549	18593
3470	3562	10576	19638
3471	3617	10666	19925
3472	3728	10672	19710
3473	3972	10961	19823
3474	3974	10973	19775
3475	3977	10983	19643
3476	3976	11006	19601
3477	3979	11019	19542
3478	3976	11027	19602
3479	3975	11027	19551
3480	3968	11027	19574
3481	3969	11027	19481
3482	3969	11027	19597
3483	4124	12527	19539
3484	4124	12527	19510
3485	4124	12527	19588
3486	4124	12527	19683
3487	4124	12527	19746
3488	4123	12526	19553
3489	4124	12527	19591
3490	4124	12526	19610
3491	4124	12526	19503
3492	4124	12527	19503
3493	4124	12526	19548
3494	4124	12527	19397
3495	4124	12527	19553
3496	4124	12471	18002
3497	4124	12485	18260
3498	4124	12509	18835
3499	4124	12511	19077
3500	4190	12527	19433
3501	4221	12527	19632
3502	4246	12610	19986
3503	4247	12600	19986
3504	4263	12593	19982
3505	4281	12601	19986
3506	4286	12602	19929
3507	4293	12611	19856
3508	600	2747	19780
3509	622	2747	19787
3510	622	2747	19776
3511	622	2747	19790
3512	622	2747	19879
3513	620	2746	19879
3514	619	2745	19902
3515	618	2742	19791
3516	616	2740	19765
3517	617	2737	19842
3518	616	2732	19903
3519	791	5505	19778
3520	789	5455	19759
3521	784	5455	19767
3522	777	5452	19770
3523	773	5450	19806
3524	768	5448	19825
3525	766	5443	19862
3526	756	5444	19811
3527	753	5445	19860
3528	748	5446	19840
3529	746	5442	19709
3530	726	5435	19427
3531	724	5433	19447
3532	754	5434	19466
3533	752	5434	19465
3534	751	5436	19476
3535	747	5434	19468
3536	746	5434	19485
3537	743	5430	19585
3538	740	5428	19627
3539	736	5428	19638
3540	736	5424	19691
3541	733	5417	19648
3542	731	5413	19688
3543	730	5416	19711
3544	726	5413	19759
3545	724	5409	19728
3546	718	5406	19462
3547	715	5404	19530
3548	712	5406	19567
3549	710	5371	19695
3550	705	5377	19742
3551	704	5381	19746
3552	705	5384	19639
3553	704	5387	19657
3554	704	5406	19660
3555	704	5415	19639
3556	704	5427	19693
3557	702	5424	19686
3558	702	5424	19709
3559	701	5427	19736
3560	699	5435	19804
3561	696	5431	19741
3562	695	5442	19792
3563	694	5448	19790
3564	692	5476	19841
3565	691	5483	19781
3566	690	5495	19795
3567	690	5510	19864
3568	690	5521	19823
3569	688	5531	19765
3570	689	5555	19838
3571	688	5287	19298
3572	688	5125	19427
3573	687	5131	19527
3574	686	5140	19478
3575	687	5157	19596
3576	687	5161	19619
3577	685	5047	19535
3578	683	4963	19563
3579	683	4960	19644
3580	683	4960	19751
3581	682	5064	19745
3582	682	5148	19790
3583	681	5142	19636
3584	681	5158	19561
3585	680	5219	19634
3586	680	5235	19653
3587	680	5249	19773
3588	679	5249	19524
3589	678	5256	19719
3590	677	5257	19691
3591	675	5257	19829
3592	674	5257	19827
3593	672	5267	19788
3594	672	5279	19825
3595	672	5283	19680
3596	672	5287	19788
3597	671	5293	19805
3598	665	5294	19677
3599	663	5304	19810
3600	664	5303	19884
3601	593	3940	12815
3602	581	3943	13016
3603	570	3977	13140
3604	790	4448	13476
3605	792	4465	13485
3606	797	4495	13650
3607	798	4495	13610
3608	798	4501	13592
3609	801	4514	13666
3610	804	4527	13895
3611	806	4549	14030
3612	807	4563	14262
3613	808	4577	14304
3614	810	4600	14349
3615	814	4615	14430
3616	819	4630	14453
3617	818	4649	14516
3618	814	4650	14509
3619	810	4654	14514
3620	798	4655	14449
3621	787	4634	13851
3622	787	4622	13482
3623	702	4854	16094
3624	701	4795	16341
3625	703	4799	16555
3626	703	4804	16713
3627	704	4816	16796
3628	706	4894	17019
3629	711	4916	17136
3630	712	4920	17178
3631	721	4939	17261
3632	726	4957	17379
3633	726	4971	17465
3634	726	4973	17511
3635	726	4980	17564
3636	727	5006	17648
3637	729	5003	17682
3638	731	5040	17773
3639	740	5067	17828
3640	748	5075	17825
3641	755	5096	17879
3642	760	5123	17926
3643	763	5156	18089
3644	766	5179	18095
3645	767	5182	18118
3646	717	4689	14471
3647	718	4669	14355
3648	719	4333	14440
3649	721	4303	14547
3650	724	4275	14727
3651	725	4278	14888
3652	724	4282	15001
3653	723	4283	15323
3654	723	4277	15400
3655	723	4277	15528
3656	726	4286	15677
3657	727	4296	15779
3658	727	4302	15876
3659	733	4332	15903
3660	734	4336	15937
3661	732	4333	15942
3662	732	4331	15986
3663	733	4328	16075
3664	734	4329	16111
3665	735	4335	16171
3666	736	4350	16371
3667	734	4344	16408
3668	732	4340	16577
3669	732	4357	16708
3670	733	4349	16882
3671	735	4377	17129
3672	734	4431	17533
3673	732	4441	17676
3674	731	4444	17722
3675	731	4458	17899
3676	730	4459	17974
3677	730	4475	18057
3678	729	4498	18196
3679	729	4515	18329
3680	726	4534	18415
3681	720	4575	18521
3682	717	4695	19083
3683	716	4684	19219
3684	717	4676	19239
3685	723	4708	19312
3686	722	4709	19340
3687	720	4726	19401
3688	720	4752	19460
3689	718	4781	19473
3690	716	4764	19514
3691	712	4782	19569
3692	709	4811	19574
3693	706	4812	19502
3694	708	4829	19576
3695	710	4833	19603
3696	712	4828	19605
3697	712	4834	19633
3698	712	4864	19627
3699	708	4845	19661
3700	708	4846	19601
3701	710	4851	19723
3702	716	4845	19766
3703	719	4839	19566
3704	719	4838	19667
3705	718	4844	19810
3706	724	4834	19660
3707	726	4830	19783
3708	726	4836	19838
3709	725	4831	19861
3710	726	4834	19732
3711	531	3964	19869
3712	519	3965	19770
3713	517	3967	19770
3714	515	3970	19799
3715	518	3997	19846
3716	516	4000	19721
3717	515	4035	19789
3718	519	4069	19895
3719	519	4089	19844
3720	520	4116	19805
3721	520	4120	19858
3722	520	4142	19541
3723	517	4150	19584
3724	522	4163	19852
3725	524	4165	19617
3726	526	4175	19749
3727	531	4211	19788
3728	532	4225	19784
3729	540	4253	19643
3730	542	4254	19611
3731	544	4263	19758
3732	547	4267	19744
3733	548	4270	19701
3734	550	4275	19672
3735	551	4273	19599
3736	552	4283	19783
3737	555	4274	19697
3738	558	4280	19742
3739	559	4278	19629
3740	560	4288	19693
